metric,c0_mean,c0_ci_lo,c0_ci_hi,c1_mean,c1_ci_lo,c1_ci_hi,c2_mean,c2_ci_lo,c2_ci_hi,c1_delta,c1_delta_pct,c1_ci_overlap_c0,c2_delta,c2_delta_pct,c2_ci_overlap_c0,voat_mean,voat_ci_lo,voat_ci_hi,voat_normalized,c0_voat_delta,c0_voat_ci_overlap,c1_voat_delta,c1_voat_ci_overlap,c2_voat_delta,c2_voat_ci_overlap
network.density,0.26125999999999994,0.19567775,0.3413212499999999,0.26912,0.21019450000000003,0.33192774999999997,0.21146000000000004,0.172957,0.25294,0.00786000000000009,3.0084972824007084,True,-0.0497999999999999,-19.061471331240874,True,0.006288450833005611,0.005496768107635765,0.0071317404358812,True,0.2549715491669943,False,0.2628315491669944,False,0.20517154916699443,False
network.avg_clustering,0.004622884441080765,0.0,0.013868653323242292,0.002054219103089467,0.0,0.006162657309268401,0.003661352657004831,0.0,0.009172463768115941,-0.0025686653379912976,-55.564126050072325,True,-0.0009615317840759338,-20.799390431034467,True,0.0031059188581181304,0.0025132065664268243,0.0037832720923086636,True,0.0015169655829626342,True,-0.0010516997550286634,True,0.0005554337988867004,True
network.core_pct,24.223999999999997,16.317649999999997,33.640249999999995,29.889000000000003,22.000999999999998,37.667,21.47,16.373925,26.098124999999996,5.665000000000006,23.38589828269488,True,-2.753999999999998,-11.368890356671061,True,4.859,4.252949999999999,5.487158333333332,True,19.364999999999995,False,25.03,False,16.610999999999997,False
network.core_density,0.8,0.5,1.0,0.8,0.55,1.0,0.6666700000000001,0.40000975,0.9,0.0,0.0,True,-0.13332999999999995,-16.66624999999999,True,0.08900666666666666,0.06918933333333332,0.1103905,True,0.7109933333333334,False,0.7109933333333334,False,0.5776633333333334,False
network.modularity,-0.07171,-0.16194249999999996,0.009667999999999986,-0.12562,-0.206504,-0.04687425000000003,-0.14101999999999998,-0.21030449999999998,-0.07254725000000001,-0.05391000000000001,-75.17779947008788,True,-0.06930999999999998,-96.65318644540508,True,-0.25256666666666666,-0.28345349999999997,-0.22319066666666673,True,0.18085666666666667,False,0.12694666666666665,False,0.11154666666666668,False
