user_id,degree,weighted_degree,cp_label,is_core
2155195b-5979-5a02-940e-44a63bc4927c,76,18.999999999999964,0,True
aae41ded-e0cf-5cdd-86d1-c9239297126e,44,9.6,0,True
13709025-b960-55dc-934a-f68bd100cbb5,33,8.200000000000003,1,False
e369c1e6-e12f-5aa3-bb25-bf2f7853d176,36,8.000000000000004,0,True
40f63b5d-323e-591a-8b83-aa0a2953f497,27,6.400000000000003,1,False
115d8d45-56fa-5423-97c5-0c6dc5dbbee4,23,5.000000000000002,1,False
e06db8fd-46ab-5d0a-8766-d54e7e163cec,18,4.600000000000002,1,False
f56d3597-e2cb-5ef3-88e8-b84cd3438091,19,3.800000000000001,1,False
f8e32ebf-6b56-54b4-9906-0c3e051f6523,14,3.400000000000001,1,False
151c2022-0613-5947-a8cf-3008204f21f9,15,3.400000000000001,1,False
7f70e231-3517-5953-8763-585346a042fe,14,3.2000000000000006,1,False
ae47e6a9-b41c-5a12-900f-394a14ef5094,11,2.8000000000000007,1,False
3deac1e3-5aeb-5adb-8a65-3c56b96e72ab,14,2.8000000000000003,1,False
2b3671a4-0788-5e5c-8601-d975d878befa,13,2.8000000000000003,1,False
67e634d5-8ca7-5de5-9771-e04321e3e196,13,2.8000000000000003,1,False
801f3d3f-6776-5d5a-8213-07c74bb47d2a,10,2.6,1,False
0904032d-a279-547a-ae4b-df15d5169b2b,10,2.6,1,False
287d40c2-2bc2-57ee-83fb-39d07f2198ee,12,2.6,1,False
0bb599ba-de81-5f70-9eec-cc15a4f2ddf2,12,2.4,1,False
83060790-1841-5711-babf-08de7d3b29ff,10,2.4,1,False
640f8132-bfc8-5f50-a3e2-36189d18d684,9,2.1999999999999997,1,False
b7c1a64d-8e14-5afa-ad57-a2fcaf098b34,9,2.1999999999999997,1,False
87979513-9ee4-5f38-916e-ea19aa019d1b,9,2.1999999999999997,1,False
709ce883-3e10-5dff-b983-1cc1a4519acc,10,2.1999999999999997,1,False
03be8d86-a7f6-5343-b222-7ab09a34cfa9,11,2.1999999999999997,1,False
754337d3-86c0-5781-b04c-b7d7f7d2e470,8,1.9999999999999998,1,False
cf1b8d7a-6e3e-5fc7-b21e-89e9b711f9b5,5,1.8,1,False
da09fbdc-d5fb-5cf9-9c06-be1275eccaa9,9,1.7999999999999998,1,False
3c78e682-127a-5e1e-98f4-06b05541278d,6,1.5999999999999999,1,False
5a34df6f-7902-5d74-a298-e41f6fe82434,6,1.5999999999999999,1,False
a1647c41-9ec4-59d2-9ea3-117c6572e3fe,8,1.5999999999999999,1,False
b1501b31-0491-58a6-ab31-595a21ed2844,8,1.5999999999999999,1,False
26378a32-0841-54df-80ab-8f9c9d8d2f6e,7,1.5999999999999999,1,False
71ede65e-9b32-58a1-83b1-e1879eac5c52,6,1.5999999999999999,1,False
44b723b7-df18-5029-a495-23a22b5ac8f3,8,1.5999999999999999,1,False
267acc41-1451-5585-a434-03720bd80a8a,6,1.5999999999999999,1,False
013c766f-7393-50ae-abbd-c4c97a41a5e6,7,1.4,1,False
749138d1-5f74-5df0-baf4-569c2d20c6ad,7,1.4,1,False
f91f427e-ab31-5276-b151-c17e9a157a61,6,1.4,1,False
0f72467b-3af0-5428-a1c5-694c23ac90cc,6,1.4,1,False
58cbf107-9c79-5d24-99ca-143084392d8d,4,1.4,1,False
9def880d-e77d-574a-b670-adfa0d8940e6,7,1.4,1,False
32734381-83c0-5990-a95b-33bc6572d51d,4,1.4,1,False
8cdc6a5a-455b-5e24-975b-d60403d45f59,6,1.4,1,False
ec8608f5-8917-52d7-84ae-3b8c8824332e,5,1.2,1,False
4634e1ab-08dd-5e2e-ab32-8fb670b39c55,5,1.2,1,False
c2eadfb3-05a3-55e3-9d40-4ca45b904fb5,6,1.2,1,False
ac029007-3a95-5daa-92e6-7538b2f4cab2,6,1.2,1,False
bc8ac773-8188-52d4-b2d1-46c1d7bfa6fe,3,1.2,1,False
402c1191-9f2e-50e4-bcd2-865887fa8a44,6,1.2,1,False
aec6336f-97b9-58e3-942f-222bb91a342e,6,1.2,1,False
66a13e7c-f282-51ff-8a38-5a15f3bd5471,5,1.2,1,False
10bd0eac-d695-52b4-82cd-765d8136adf6,6,1.2,1,False
501e9847-4a97-5627-b9d6-628219b787b6,6,1.2,1,False
0962cb7a-e6dd-5962-9388-4c12da40e874,5,1.2,1,False
4084813b-fbed-5a35-8b38-648f7b351314,5,1.0,1,False
06552cba-f488-5404-9c0d-279dce694b7e,1,1.0,1,False
c2d9142c-09ce-525c-9927-787f5d7de7fb,4,1.0,1,False
