user_id,day,reputation
146,10,
251,10,
310,10,
177,10,
412,10,
386,10,
337,10,
413,10,
318,10,
168,10,
409,10,
371,10,
440,10,
26,10,
369,10,
348,10,
54,10,
507,10,
129,10,
311,10,
335,10,
529,10,
206,10,
266,10,
467,10,
351,10,
215,10,
516,10,
505,10,
6,10,
610,10,
280,10,
617,10,
344,10,
122,10,
258,10,
530,10,
588,10,
436,10,
193,10,
556,10,
276,10,
119,10,
595,10,
13,10,
3,10,
233,10,
198,10,
476,10,
298,10,
380,10,
328,10,
554,10,
134,10,
695,10,
180,10,
446,10,
601,10,
167,10,
531,10,
228,10,
342,10,
339,10,
596,10,
698,10,
683,10,
636,10,
364,10,
289,10,
545,10,
559,10,
594,10,
548,10,
188,10,
466,10,
537,10,
718,10,
197,10,
478,10,
526,10,
194,10,
291,10,
625,10,
217,10,
567,10,
599,10,
283,10,
2,10,
716,10,
576,10,
707,10,
375,10,
185,10,
666,10,
679,10,
608,10,
687,10,
123,10,
480,10,
497,10,
214,10,
764,10,
768,10,
420,10,
734,10,
331,10,
580,10,
41,10,
790,10,
524,10,
620,10,
857,10,
788,10,
811,10,
141,10,
775,10,
846,10,
51,10,
677,10,
297,10,
746,10,
638,10,
192,10,
815,10,
886,10,
819,10,
226,10,
176,10,
416,10,
604,10,
329,10,
225,10,
814,10,
925,10,
796,10,
490,10,
539,10,
392,10,
733,10,
623,10,
837,10,
592,10,
323,10,
590,10,
451,10,
805,10,
204,10,
888,10,
816,10,
810,10,
521,10,
66,10,
45,10,
224,10,
1031,10,
876,10,
918,10,
579,10,
450,10,
426,10,
149,10,
363,10,
520,10,
854,10,
717,10,
536,10,
657,10,
400,10,
404,10,
391,10,
731,10,
1019,10,
696,10,
270,10,
686,10,
881,10,
513,10,
572,10,
933,10,
780,10,
848,10,
685,10,
549,10,
104,10,
316,10,
704,10,
515,10,
402,10,
699,10,
493,10,
952,10,
831,10,
871,10,
703,10,
968,10,
503,10,
308,10,
655,10,
1084,10,
456,10,
1057,10,
488,10,
356,10,
157,10,
124,10,
777,10,
870,10,
7,10,
273,10,
910,10,
237,10,
540,10,
1174,10,
495,10,
1082,10,
1052,10,
829,10,
931,10,
410,10,
1030,10,
455,10,
859,10,
481,10,
650,10,
989,10,
1010,10,
89,10,
115,10,
300,10,
463,10,
1058,10,
809,10,
1327,10,
939,10,
1153,10,
798,10,
728,10,
307,10,
1120,10,
1092,10,
1286,10,
1056,10,
79,10,
644,10,
713,10,
187,10,
388,10,
1097,10,
235,10,
324,10,
987,10,
946,10,
1108,10,
144,10,
988,10,
1320,10,
1332,10,
113,10,
582,10,
1328,10,
1256,10,
878,10,
895,10,
395,10,
586,10,
1243,10,
669,10,
538,10,
1157,10,
693,10,
245,10,
759,10,
35,11,6.7550383674537695
55,11,1.9562958215592943
49,11,1.9562958215592943
10,11,1.9574378983287988
11,11,4.332666444320905
57,11,2.0
36,11,
15,11,
70,11,
73,11,
32,11,
90,11,
65,11,
91,11,
59,11,
46,11,
40,11,
114,11,
88,11,
58,11,
108,11,
107,11,
75,11,
94,11,
109,11,
98,11,
39,11,
86,11,
42,11,
126,11,
12,11,
43,11,
50,11,
37,11,
132,11,
165,11,
72,11,
68,11,
74,11,
92,11,
125,11,
163,11,
135,11,
142,11,
29,11,
63,11,
97,11,
210,11,
175,11,
67,11,
207,11,
78,11,
223,11,
191,11,
99,11,
130,11,
60,11,
257,11,
160,11,
102,11,
106,11,
103,11,
259,11,
33,11,
127,11,
236,11,
186,11,
238,11,
56,11,
4,11,
30,11,
278,11,
110,11,
28,11,
216,11,
269,11,
230,11,
148,11,
277,11,
243,11,
199,11,
267,11,
326,11,
200,11,
152,11,
178,11,
1,11,
80,11,
249,11,
227,11,
18,11,
312,11,
320,11,
8,11,
232,11,
121,11,
359,11,
111,11,
274,11,
133,11,
333,11,
208,11,
27,11,
64,11,
96,11,
138,11,
196,11,
360,11,
325,11,
112,11,
161,11,
397,11,
250,11,
164,11,
407,11,
370,11,
379,11,
389,11,
424,11,
398,11,
384,11,
53,11,
244,11,
146,11,
251,11,
310,11,
177,11,
412,11,
386,11,
337,11,
413,11,
318,11,
168,11,
409,11,
371,11,
440,11,
26,11,
369,11,
348,11,
54,11,
507,11,
129,11,
311,11,
335,11,
529,11,
206,11,
266,11,
467,11,
351,11,
215,11,
516,11,
505,11,
6,11,
610,11,
280,11,
617,11,
344,11,
122,11,
258,11,
530,11,
588,11,
436,11,
193,11,
556,11,
276,11,
119,11,
595,11,
13,11,
3,11,
233,11,
198,11,
476,11,
298,11,
380,11,
328,11,
554,11,
134,11,
695,11,
180,11,
446,11,
601,11,
167,11,
531,11,
228,11,
342,11,
339,11,
596,11,
698,11,
683,11,
636,11,
364,11,
289,11,
545,11,
559,11,
594,11,
548,11,
188,11,
466,11,
537,11,
718,11,
197,11,
478,11,
526,11,
194,11,
291,11,
625,11,
217,11,
567,11,
599,11,
283,11,
2,11,
716,11,
576,11,
707,11,
375,11,
185,11,
666,11,
679,11,
608,11,
687,11,
123,11,
480,11,
497,11,
214,11,
764,11,
768,11,
420,11,
734,11,
331,11,
580,11,
41,11,
790,11,
524,11,
620,11,
857,11,
788,11,
811,11,
141,11,
775,11,
846,11,
51,11,
677,11,
297,11,
746,11,
638,11,
192,11,
815,11,
886,11,
819,11,
226,11,
176,11,
416,11,
604,11,
329,11,
225,11,
814,11,
925,11,
796,11,
490,11,
539,11,
392,11,
733,11,
623,11,
837,11,
592,11,
323,11,
590,11,
451,11,
805,11,
204,11,
888,11,
816,11,
810,11,
521,11,
66,11,
45,11,
224,11,
1031,11,
876,11,
918,11,
579,11,
450,11,
426,11,
149,11,
363,11,
520,11,
854,11,
717,11,
536,11,
657,11,
400,11,
404,11,
391,11,
731,11,
1019,11,
696,11,
270,11,
686,11,
881,11,
513,11,
572,11,
933,11,
780,11,
848,11,
685,11,
549,11,
104,11,
316,11,
704,11,
515,11,
402,11,
699,11,
493,11,
952,11,
831,11,
871,11,
703,11,
968,11,
503,11,
308,11,
655,11,
1084,11,
456,11,
1057,11,
488,11,
356,11,
157,11,
124,11,
777,11,
870,11,
7,11,
273,11,
910,11,
237,11,
540,11,
1174,11,
495,11,
1082,11,
1052,11,
829,11,
931,11,
410,11,
1030,11,
455,11,
859,11,
481,11,
650,11,
989,11,
1010,11,
89,11,
115,11,
300,11,
463,11,
1058,11,
809,11,
1327,11,
939,11,
1153,11,
798,11,
728,11,
307,11,
1120,11,
1092,11,
1286,11,
1056,11,
79,11,
644,11,
713,11,
187,11,
388,11,
1097,11,
235,11,
324,11,
987,11,
946,11,
1108,11,
144,11,
988,11,
1320,11,
1332,11,
113,11,
582,11,
1328,11,
1256,11,
878,11,
895,11,
395,11,
586,11,
1243,11,
669,11,
538,11,
1157,11,
693,11,
245,11,
759,11,
35,12,6.674978760146654
55,12,1.9319017037303097
49,12,1.9319017037303097
10,12,1.9335937040043938
11,12,6.8254477408848215
57,12,1.9792644822563288
36,12,
15,12,
70,12,
73,12,
32,12,
90,12,
65,12,
91,12,
59,12,
46,12,
40,12,
114,12,
88,12,
58,12,
108,12,
107,12,
75,12,
94,12,
109,12,
98,12,
39,12,
86,12,
42,12,
126,12,
12,12,
43,12,
50,12,
37,12,
132,12,
165,12,
72,12,
68,12,
74,12,
92,12,
125,12,
163,12,
135,12,
142,12,
29,12,
63,12,
97,12,
210,12,
175,12,
67,12,
207,12,
78,12,
223,12,
191,12,
99,12,
130,12,
60,12,
257,12,
160,12,
102,12,
106,12,
103,12,
259,12,
33,12,
127,12,
236,12,
186,12,
238,12,
56,12,
4,12,
30,12,
278,12,
110,12,
28,12,
216,12,
269,12,
230,12,
148,12,
277,12,
243,12,
199,12,
267,12,
326,12,
200,12,
152,12,
178,12,
1,12,
80,12,
249,12,
227,12,
18,12,
312,12,
320,12,
8,12,
232,12,
121,12,
359,12,
111,12,
274,12,
133,12,
333,12,
208,12,
27,12,
64,12,
96,12,
138,12,
196,12,
360,12,
325,12,
112,12,
161,12,
397,12,
250,12,
164,12,
407,12,
370,12,
379,12,
389,12,
424,12,
398,12,
384,12,
53,12,
244,12,
146,12,
251,12,
310,12,
177,12,
412,12,
386,12,
337,12,
413,12,
318,12,
168,12,
409,12,
371,12,
440,12,
26,12,
369,12,
348,12,
54,12,
507,12,
129,12,
311,12,
335,12,
529,12,
206,12,
266,12,
467,12,
351,12,
215,12,
516,12,
505,12,
6,12,
610,12,
280,12,
617,12,
344,12,
122,12,
258,12,
530,12,
588,12,
436,12,
193,12,
556,12,
276,12,
119,12,
595,12,
13,12,
3,12,
233,12,
198,12,
476,12,
298,12,
380,12,
328,12,
554,12,
134,12,
695,12,
180,12,
446,12,
601,12,
167,12,
531,12,
228,12,
342,12,
339,12,
596,12,
698,12,
683,12,
636,12,
364,12,
289,12,
545,12,
559,12,
594,12,
548,12,
188,12,
466,12,
537,12,
718,12,
197,12,
478,12,
526,12,
194,12,
291,12,
625,12,
217,12,
567,12,
599,12,
283,12,
2,12,
716,12,
576,12,
707,12,
375,12,
185,12,
666,12,
679,12,
608,12,
687,12,
123,12,
480,12,
497,12,
214,12,
764,12,
768,12,
420,12,
734,12,
331,12,
580,12,
41,12,
790,12,
524,12,
620,12,
857,12,
788,12,
811,12,
141,12,
775,12,
846,12,
51,12,
677,12,
297,12,
746,12,
638,12,
192,12,
815,12,
886,12,
819,12,
226,12,
176,12,
416,12,
604,12,
329,12,
225,12,
814,12,
925,12,
796,12,
490,12,
539,12,
392,12,
733,12,
623,12,
837,12,
592,12,
323,12,
590,12,
451,12,
805,12,
204,12,
888,12,
816,12,
810,12,
521,12,
66,12,
45,12,
224,12,
1031,12,
876,12,
918,12,
579,12,
450,12,
426,12,
149,12,
363,12,
520,12,
854,12,
717,12,
536,12,
657,12,
400,12,
404,12,
391,12,
731,12,
1019,12,
696,12,
270,12,
686,12,
881,12,
513,12,
572,12,
933,12,
780,12,
848,12,
685,12,
549,12,
104,12,
316,12,
704,12,
515,12,
402,12,
699,12,
493,12,
952,12,
831,12,
871,12,
703,12,
968,12,
503,12,
308,12,
655,12,
1084,12,
456,12,
1057,12,
488,12,
356,12,
157,12,
124,12,
777,12,
870,12,
7,12,
273,12,
910,12,
237,12,
540,12,
1174,12,
495,12,
1082,12,
1052,12,
829,12,
931,12,
410,12,
1030,12,
455,12,
859,12,
481,12,
650,12,
989,12,
1010,12,
89,12,
115,12,
300,12,
463,12,
1058,12,
809,12,
1327,12,
939,12,
1153,12,
798,12,
728,12,
307,12,
1120,12,
1092,12,
1286,12,
1056,12,
79,12,
644,12,
713,12,
187,12,
388,12,
1097,12,
235,12,
324,12,
987,12,
946,12,
1108,12,
144,12,
988,12,
1320,12,
1332,12,
113,12,
582,12,
1328,12,
1256,12,
878,12,
895,12,
395,12,
586,12,
1243,12,
669,12,
538,12,
1157,12,
693,12,
245,12,
759,12,
35,13,6.589272138174156
55,13,1.9059039576700276
49,13,1.9059039576700276
10,13,1.9081299236834717
11,13,6.756372871512591
57,13,1.956785201415346
36,13,2.0
15,13,
70,13,
73,13,
32,13,
90,13,
65,13,
91,13,
59,13,
46,13,
40,13,
114,13,
88,13,
58,13,
108,13,
107,13,
75,13,
94,13,
109,13,
98,13,
39,13,
86,13,
42,13,
126,13,
12,13,
43,13,
50,13,
37,13,
132,13,
165,13,
72,13,
68,13,
74,13,
92,13,
125,13,
163,13,
135,13,
142,13,
29,13,
63,13,
97,13,
210,13,
175,13,
67,13,
207,13,
78,13,
223,13,
191,13,
99,13,
130,13,
60,13,
257,13,
160,13,
102,13,
106,13,
103,13,
259,13,
33,13,
127,13,
236,13,
186,13,
238,13,
56,13,
4,13,
30,13,
278,13,
110,13,
28,13,
216,13,
269,13,
230,13,
148,13,
277,13,
243,13,
199,13,
267,13,
326,13,
200,13,
152,13,
178,13,
1,13,
80,13,
249,13,
227,13,
18,13,
312,13,
320,13,
8,13,
232,13,
121,13,
359,13,
111,13,
274,13,
133,13,
333,13,
208,13,
27,13,
64,13,
96,13,
138,13,
196,13,
360,13,
325,13,
112,13,
161,13,
397,13,
250,13,
164,13,
407,13,
370,13,
379,13,
389,13,
424,13,
398,13,
384,13,
53,13,
244,13,
146,13,
251,13,
310,13,
177,13,
412,13,
386,13,
337,13,
413,13,
318,13,
168,13,
409,13,
371,13,
440,13,
26,13,
369,13,
348,13,
54,13,
507,13,
129,13,
311,13,
335,13,
529,13,
206,13,
266,13,
467,13,
351,13,
215,13,
516,13,
505,13,
6,13,
610,13,
280,13,
617,13,
344,13,
122,13,
258,13,
530,13,
588,13,
436,13,
193,13,
556,13,
276,13,
119,13,
595,13,
13,13,
3,13,
233,13,
198,13,
476,13,
298,13,
380,13,
328,13,
554,13,
134,13,
695,13,
180,13,
446,13,
601,13,
167,13,
531,13,
228,13,
342,13,
339,13,
596,13,
698,13,
683,13,
636,13,
364,13,
289,13,
545,13,
559,13,
594,13,
548,13,
188,13,
466,13,
537,13,
718,13,
197,13,
478,13,
526,13,
194,13,
291,13,
625,13,
217,13,
567,13,
599,13,
283,13,
2,13,
716,13,
576,13,
707,13,
375,13,
185,13,
666,13,
679,13,
608,13,
687,13,
123,13,
480,13,
497,13,
214,13,
764,13,
768,13,
420,13,
734,13,
331,13,
580,13,
41,13,
790,13,
524,13,
620,13,
857,13,
788,13,
811,13,
141,13,
775,13,
846,13,
51,13,
677,13,
297,13,
746,13,
638,13,
192,13,
815,13,
886,13,
819,13,
226,13,
176,13,
416,13,
604,13,
329,13,
225,13,
814,13,
925,13,
796,13,
490,13,
539,13,
392,13,
733,13,
623,13,
837,13,
592,13,
323,13,
590,13,
451,13,
805,13,
204,13,
888,13,
816,13,
810,13,
521,13,
66,13,
45,13,
224,13,
1031,13,
876,13,
918,13,
579,13,
450,13,
426,13,
149,13,
363,13,
520,13,
854,13,
717,13,
536,13,
657,13,
400,13,
404,13,
391,13,
731,13,
1019,13,
696,13,
270,13,
686,13,
881,13,
513,13,
572,13,
933,13,
780,13,
848,13,
685,13,
549,13,
104,13,
316,13,
704,13,
515,13,
402,13,
699,13,
493,13,
952,13,
831,13,
871,13,
703,13,
968,13,
503,13,
308,13,
655,13,
1084,13,
456,13,
1057,13,
488,13,
356,13,
157,13,
124,13,
777,13,
870,13,
7,13,
273,13,
910,13,
237,13,
540,13,
1174,13,
495,13,
1082,13,
1052,13,
829,13,
931,13,
410,13,
1030,13,
455,13,
859,13,
481,13,
650,13,
989,13,
1010,13,
89,13,
115,13,
300,13,
463,13,
1058,13,
809,13,
1327,13,
939,13,
1153,13,
798,13,
728,13,
307,13,
1120,13,
1092,13,
1286,13,
1056,13,
79,13,
644,13,
713,13,
187,13,
388,13,
1097,13,
235,13,
324,13,
987,13,
946,13,
1108,13,
144,13,
988,13,
1320,13,
1332,13,
113,13,
582,13,
1328,13,
1256,13,
878,13,
895,13,
395,13,
586,13,
1243,13,
669,13,
538,13,
1157,13,
693,13,
245,13,
759,13,
35,14,6.498161321887759
55,14,1.8783758091622822
49,14,1.8783758091622822
10,14,1.8811184781569654
11,14,6.6813090563082405
57,14,1.9326266653322537
36,14,1.9795120295822985
15,14,2.0
70,14,2.0
73,14,2.0
32,14,
90,14,
65,14,
91,14,
59,14,
46,14,
40,14,
114,14,
88,14,
58,14,
108,14,
107,14,
75,14,
94,14,
109,14,
98,14,
39,14,
86,14,
42,14,
126,14,
12,14,
43,14,
50,14,
37,14,
132,14,
165,14,
72,14,
68,14,
74,14,
92,14,
125,14,
163,14,
135,14,
142,14,
29,14,
63,14,
97,14,
210,14,
175,14,
67,14,
207,14,
78,14,
223,14,
191,14,
99,14,
130,14,
60,14,
257,14,
160,14,
102,14,
106,14,
103,14,
259,14,
33,14,
127,14,
236,14,
186,14,
238,14,
56,14,
4,14,
30,14,
278,14,
110,14,
28,14,
216,14,
269,14,
230,14,
148,14,
277,14,
243,14,
199,14,
267,14,
326,14,
200,14,
152,14,
178,14,
1,14,
80,14,
249,14,
227,14,
18,14,
312,14,
320,14,
8,14,
232,14,
121,14,
359,14,
111,14,
274,14,
133,14,
333,14,
208,14,
27,14,
64,14,
96,14,
138,14,
196,14,
360,14,
325,14,
112,14,
161,14,
397,14,
250,14,
164,14,
407,14,
370,14,
379,14,
389,14,
424,14,
398,14,
384,14,
53,14,
244,14,
146,14,
251,14,
310,14,
177,14,
412,14,
386,14,
337,14,
413,14,
318,14,
168,14,
409,14,
371,14,
440,14,
26,14,
369,14,
348,14,
54,14,
507,14,
129,14,
311,14,
335,14,
529,14,
206,14,
266,14,
467,14,
351,14,
215,14,
516,14,
505,14,
6,14,
610,14,
280,14,
617,14,
344,14,
122,14,
258,14,
530,14,
588,14,
436,14,
193,14,
556,14,
276,14,
119,14,
595,14,
13,14,
3,14,
233,14,
198,14,
476,14,
298,14,
380,14,
328,14,
554,14,
134,14,
695,14,
180,14,
446,14,
601,14,
167,14,
531,14,
228,14,
342,14,
339,14,
596,14,
698,14,
683,14,
636,14,
364,14,
289,14,
545,14,
559,14,
594,14,
548,14,
188,14,
466,14,
537,14,
718,14,
197,14,
478,14,
526,14,
194,14,
291,14,
625,14,
217,14,
567,14,
599,14,
283,14,
2,14,
716,14,
576,14,
707,14,
375,14,
185,14,
666,14,
679,14,
608,14,
687,14,
123,14,
480,14,
497,14,
214,14,
764,14,
768,14,
420,14,
734,14,
331,14,
580,14,
41,14,
790,14,
524,14,
620,14,
857,14,
788,14,
811,14,
141,14,
775,14,
846,14,
51,14,
677,14,
297,14,
746,14,
638,14,
192,14,
815,14,
886,14,
819,14,
226,14,
176,14,
416,14,
604,14,
329,14,
225,14,
814,14,
925,14,
796,14,
490,14,
539,14,
392,14,
733,14,
623,14,
837,14,
592,14,
323,14,
590,14,
451,14,
805,14,
204,14,
888,14,
816,14,
810,14,
521,14,
66,14,
45,14,
224,14,
1031,14,
876,14,
918,14,
579,14,
450,14,
426,14,
149,14,
363,14,
520,14,
854,14,
717,14,
536,14,
657,14,
400,14,
404,14,
391,14,
731,14,
1019,14,
696,14,
270,14,
686,14,
881,14,
513,14,
572,14,
933,14,
780,14,
848,14,
685,14,
549,14,
104,14,
316,14,
704,14,
515,14,
402,14,
699,14,
493,14,
952,14,
831,14,
871,14,
703,14,
968,14,
503,14,
308,14,
655,14,
1084,14,
456,14,
1057,14,
488,14,
356,14,
157,14,
124,14,
777,14,
870,14,
7,14,
273,14,
910,14,
237,14,
540,14,
1174,14,
495,14,
1082,14,
1052,14,
829,14,
931,14,
410,14,
