chain_id,seq_idx,id,user_id,parent_id,thread_id,chain_len,user_a,user_b
233,0,1459,814,1421,843,3,814,809
233,1,1460,809,1459,843,3,814,809
233,2,1541,814,1460,843,3,814,809
234,0,846,599,843,843,3,599,339
234,1,848,339,846,843,3,599,339
234,2,995,599,848,843,3,599,339
235,0,1231,224,1230,843,3,224,731
235,1,1232,731,1231,843,3,224,731
235,2,1421,224,1232,843,3,224,731
236,0,1459,814,1421,843,3,814,809
236,1,1460,809,1459,843,3,814,809
236,2,1541,814,1460,843,3,814,809
237,0,1541,814,1460,843,3,814,669
237,1,1542,669,1541,843,3,814,669
237,2,1734,814,1542,843,3,814,669
238,0,846,599,843,843,3,599,339
238,1,848,339,846,843,3,599,339
238,2,995,599,848,843,3,599,339
239,0,1231,224,1230,843,3,224,731
239,1,1232,731,1231,843,3,224,731
239,2,1421,224,1232,843,3,224,731
240,0,1421,224,1232,843,3,224,325
240,1,1422,325,1421,843,3,224,325
240,2,1652,224,1422,843,3,224,325
241,0,846,599,843,843,3,599,339
241,1,848,339,846,843,3,599,339
241,2,995,599,848,843,3,599,339
242,0,1232,731,1231,843,3,731,1019
242,1,1236,1019,1232,843,3,731,1019
242,2,1240,731,1236,843,3,731,1019
243,0,846,599,843,843,3,599,339
243,1,848,339,846,843,3,599,339
243,2,995,599,848,843,3,599,339
244,0,846,599,843,843,3,599,339
244,1,848,339,846,843,3,599,339
244,2,995,599,848,843,3,599,339
245,0,1078,199,1003,843,3,199,68
245,1,1083,68,1078,843,3,199,68
245,2,1279,199,1083,843,3,199,68
246,0,846,599,843,843,3,599,339
246,1,848,339,846,843,3,599,339
246,2,995,599,848,843,3,599,339
247,0,1078,199,1003,843,3,199,68
247,1,1083,68,1078,843,3,199,68
247,2,1272,199,1083,843,3,199,68
248,0,922,497,-1,922,3,497,590
248,1,925,590,922,922,3,497,590
248,2,1115,497,925,922,3,497,590
249,0,922,497,-1,922,3,497,214
249,1,924,214,922,922,3,497,214
249,2,1114,497,924,922,3,497,214
250,0,1387,497,1176,922,3,497,257
250,1,1391,257,1387,922,3,497,257
250,2,1431,497,1391,922,3,497,257
251,0,945,734,-1,945,3,734,788
251,1,948,788,945,945,3,734,788
251,2,1001,734,948,945,3,734,788
252,0,945,734,-1,945,3,734,788
252,1,948,788,945,945,3,734,788
252,2,1001,734,948,945,3,734,788
253,0,1047,819,1001,945,3,819,244
253,1,1049,244,1047,945,3,819,244
253,2,1347,819,1049,945,3,819,244
254,0,945,734,-1,945,3,734,788
254,1,948,788,945,945,3,734,788
254,2,1001,734,948,945,3,734,788
255,0,1106,318,950,946,3,318,780
255,1,1291,780,1106,946,3,318,780
255,2,1506,318,1291,946,3,318,780
256,0,1106,318,950,946,3,318,780
256,1,1291,780,1106,946,3,318,780
256,2,1506,318,1291,946,3,318,780
257,0,1513,90,1506,946,3,90,144
257,1,1607,144,1513,946,3,90,144
257,2,1655,90,1607,946,3,90,144
258,0,1655,90,1607,946,3,90,1320
258,1,1658,1320,1655,946,3,90,1320
258,2,1733,90,1658,946,3,90,1320
259,0,1106,318,950,946,3,318,780
259,1,1291,780,1106,946,3,318,780
259,2,1506,318,1291,946,3,318,780
260,0,1513,90,1506,946,3,90,144
260,1,1607,144,1513,946,3,90,144
260,2,1655,90,1607,946,3,90,144
261,0,1106,318,950,946,3,318,780
261,1,1291,780,1106,946,3,318,780
261,2,1506,318,1291,946,3,318,780
262,0,985,227,982,981,3,227,225
262,1,1219,225,985,981,3,227,225
262,2,1412,227,1219,981,3,227,225
263,0,985,227,982,981,3,227,225
263,1,1219,225,985,981,3,227,225
263,2,1412,227,1219,981,3,227,225
264,0,1119,236,1089,1085,3,236,493
264,1,1303,493,1119,1085,3,236,493
264,2,1475,236,1303,1085,3,236,493
265,0,1120,236,-1,1120,7,236,579
265,1,1122,579,1120,1120,7,236,579
265,2,1185,236,1122,1120,7,236,579
265,3,1201,579,1185,1120,7,236,579
265,4,1476,236,1201,1120,7,236,579
265,5,1698,579,1476,1120,7,236,579
265,6,1724,236,1698,1120,7,236,579
266,0,1120,236,-1,1120,7,236,579
266,1,1122,579,1120,1120,7,236,579
266,2,1185,236,1122,1120,7,236,579
266,3,1200,579,1185,1120,7,236,579
266,4,1478,236,1200,1120,7,236,579
266,5,1699,579,1478,1120,7,236,579
266,6,1725,236,1699,1120,7,236,579
267,0,1139,810,-1,1139,3,810,657
267,1,1143,657,1139,1139,3,810,657
267,2,1220,810,1143,1139,3,810,657
268,0,1169,375,-1,1169,3,375,123
268,1,1172,123,1169,1169,3,375,123
268,2,1396,375,1172,1169,3,375,123
269,0,1396,375,1172,1169,3,375,480
269,1,1577,480,1396,1169,3,375,480
269,2,1635,375,1577,1169,3,375,480
270,0,1175,163,-1,1175,3,163,109
270,1,1177,109,1175,1175,3,163,109
270,2,1336,163,1177,1175,3,163,109
271,0,1336,163,1177,1175,3,163,871
271,1,1338,871,1336,1175,3,163,871
271,2,1604,163,1338,1175,3,163,871
272,0,1175,163,-1,1175,3,163,109
272,1,1177,109,1175,1175,3,163,109
272,2,1336,163,1177,1175,3,163,109
273,0,1409,1174,1406,1406,4,1174,227
273,1,1413,227,1409,1406,4,1174,227
273,2,1415,1174,1413,1406,4,1174,227
273,3,1527,227,1415,1406,4,1174,227
274,0,1409,1174,1406,1406,4,1174,227
274,1,1413,227,1409,1406,4,1174,227
274,2,1415,1174,1413,1406,4,1174,227
274,3,1527,227,1415,1406,4,1174,227
275,0,1489,481,1486,1483,3,481,650
275,1,1492,650,1489,1483,3,481,650
275,2,1609,481,1492,1483,3,481,650
276,0,1504,325,-1,1504,3,325,728
276,1,1505,728,1504,1504,3,325,728
276,2,1579,325,1505,1504,3,325,728
277,0,1605,163,-1,1605,3,163,481
277,1,1610,481,1605,1605,3,163,481
277,2,1662,163,1610,1605,3,163,481
278,0,1701,232,-1,1701,3,232,1082
278,1,1706,1082,1701,1701,3,232,1082
278,2,1727,232,1706,1701,3,232,1082
